Image 0: Predicted - Ancistrus, Actual - Ancistrus
Image 513: Predicted - Bujurquina, Actual - Bujurquina
Image 514: Predicted - Hemigrammus, Actual - Bujurquina
Image 515: Predicted - Bujurquina, Actual - Bujurquina
Image 516: Predicted - Bujurquina, Actual - Bujurquina
Image 517: Predicted - Bujurquina, Actual - Bujurquina
Image 518: Predicted - Bujurquina, Actual - Bujurquina
Image 519: Predicted - Bujurquina, Actual - Bujurquina
Image 520: Predicted - Bujurquina, Actual - Bujurquina
Image 521: Predicted - Bujurquina, Actual - Bujurquina
Image 522: Predicted - Bujurquina, Actual - Bujurquina
Image 523: Predicted - Bujurquina, Actual - Bujurquina
Image 524: Predicted - Bujurquina, Actual - Bujurquina
Image 525: Predicted - Bunocephalus, Actual - Bunocephalus
Image 526: Predicted - Bunocephalus, Actual - Bunocephalus
Image 527: Predicted - Sorubim, Actual - Bunocephalus
Image 528: Predicted - Bunocephalus, Actual - Bunocephalus
Image 529: Predicted - Bunocephalus, Actual - Bunocephalus
Image 530: Predicted - Bunocephalus, Actual - Bunocephalus
Image 531: Predicted - Bunocephalus, Actual - Bunocephalus
Image 532: Predicted - Bunocephalus, Actual - Bunocephalus
Image 533: Predicted - Bunocephalus, Actual - Bunocephalus
Image 534: Predicted - Bunocephalus, Actual - Bunocephalus
Image 535: Predicted - Bunocephalus, Actual - Bunocephalus
Image 536: Predicted - Bunocephalus, Actual - Bunocephalus
Image 537: Predicted - Bunocephalus, Actual - Bunocephalus
Image 538: Predicted - Bunocephalus, Actual - Bunocephalus
Image 539: Predicted - Bunocephalus, Actual - Bunocephalus
Image 540: Predicted - Bunocephalus, Actual - Bunocephalus
Image 541: Predicted - Bunocephalus, Actual - Bunocephalus
Image 542: Predicted - Bunocephalus, Actual - Bunocephalus
Image 543: Predicted - Bunocephalus, Actual - Bunocephalus
Image 544: Predicted - Bunocephalus, Actual - Bunocephalus
Image 545: Predicted - Bunocephalus, Actual - Bunocephalus
Image 546: Predicted - Bunocephalus, Actual - Bunocephalus
Image 547: Predicted - Bunocephalus, Actual - Bunocephalus
Image 548: Predicted - Bunocephalus, Actual - Bunocephalus
Image 549: Predicted - Bunocephalus, Actual - Bunocephalus
Image 550: Predicted - Bunocephalus, Actual - Bunocephalus
Image 551: Predicted - Bunocephalus, Actual - Bunocephalus
Image 552: Predicted - Bunocephalus, Actual - Bunocephalus
Image 553: Predicted - Bunocephalus, Actual - Bunocephalus
Image 554: Predicted - Bunocephalus, Actual - Bunocephalus
Image 555: Predicted - Bunocephalus, Actual - Bunocephalus
Image 556: Predicted - Bunocephalus, Actual - Bunocephalus
Image 557: Predicted - Bunocephalus, Actual - Bunocephalus
Image 558: Predicted - Bunocephalus, Actual - Bunocephalus
Image 559: Predicted - Bunocephalus, Actual - Bunocephalus
Image 560: Predicted - Bunocephalus, Actual - Bunocephalus
Image 561: Predicted - Bunocephalus, Actual - Bunocephalus
Image 562: Predicted - Bunocephalus, Actual - Bunocephalus
Image 563: Predicted - Bunocephalus, Actual - Bunocephalus
Image 564: Predicted - Bunocephalus, Actual - Bunocephalus
Image 565: Predicted - Bunocephalus, Actual - Bunocephalus
Image 566: Predicted - Bunocephalus, Actual - Bunocephalus
Image 567: Predicted - Bunocephalus, Actual - Bunocephalus
Image 568: Predicted - Rineloricaria, Actual - Bunocephalus
Image 569: Predicted - Bunocephalus, Actual - Bunocephalus
Image 570: Predicted - Bunocephalus, Actual - Bunocephalus
Image 571: Predicted - Bunocephalus, Actual - Bunocephalus
Image 572: Predicted - Bunocephalus, Actual - Bunocephalus
Image 573: Predicted - Corydoras, Actual - Bunocephalus
Image 574: Predicted - Bunocephalus, Actual - Bunocephalus
Image 575: Predicted - Bunocephalus, Actual - Bunocephalus
Image 576: Predicted - Bunocephalus, Actual - Bunocephalus
Image 577: Predicted - Bunocephalus, Actual - Bunocephalus
Image 578: Predicted - Bunocephalus, Actual - Bunocephalus
Image 579: Predicted - Bunocephalus, Actual - Bunocephalus
Image 580: Predicted - Bunocephalus, Actual - Bunocephalus
Image 581: Predicted - Bunocephalus, Actual - Bunocephalus
Image 582: Predicted - Bunocephalus, Actual - Bunocephalus
Image 583: Predicted - Bunocephalus, Actual - Bunocephalus
Image 584: Predicted - Bunocephalus, Actual - Bunocephalus
Image 585: Predicted - Bunocephalus, Actual - Bunocephalus
Image 586: Predicted - Bunocephalus, Actual - Bunocephalus
Image 587: Predicted - Bunocephalus, Actual - Bunocephalus
Image 588: Predicted - Bunocephalus, Actual - Bunocephalus
Image 589: Predicted - Rineloricaria, Actual - Bunocephalus
Image 590: Predicted - Bunocephalus, Actual - Bunocephalus
Image 591: Predicted - Bunocephalus, Actual - Bunocephalus
Image 592: Predicted - Bunocephalus, Actual - Bunocephalus
Image 593: Predicted - Bunocephalus, Actual - Bunocephalus
Image 594: Predicted - Bunocephalus, Actual - Bunocephalus
Image 595: Predicted - Bunocephalus, Actual - Bunocephalus
Image 596: Predicted - Bunocephalus, Actual - Bunocephalus
Image 597: Predicted - Bunocephalus, Actual - Bunocephalus
Image 598: Predicted - Bunocephalus, Actual - Bunocephalus
Image 599: Predicted - Bunocephalus, Actual - Bunocephalus
Image 600: Predicted - Bunocephalus, Actual - Bunocephalus
Image 601: Predicted - Bunocephalus, Actual - Bunocephalus
Image 602: Predicted - Bunocephalus, Actual - Bunocephalus
Image 603: Predicted - Bunocephalus, Actual - Bunocephalus
Image 604: Predicted - Bunocephalus, Actual - Bunocephalus
Image 605: Predicted - Bunocephalus, Actual - Bunocephalus
Image 606: Predicted - Bunocephalus, Actual - Bunocephalus
Image 607: Predicted - Bunocephalus, Actual - Bunocephalus
Image 608: Predicted - Hemigrammus, Actual - Bunocephalus
Image 609: Predicted - Bunocephalus, Actual - Bunocephalus
Image 610: Predicted - Bunocephalus, Actual - Bunocephalus
Image 611: Predicted - Bunocephalus, Actual - Bunocephalus
Image 612: Predicted - Bunocephalus, Actual - Bunocephalus
Image 613: Predicted - Bunocephalus, Actual - Bunocephalus
Image 614: Predicted - Bunocephalus, Actual - Bunocephalus
Image 615: Predicted - Bunocephalus, Actual - Bunocephalus
Image 616: Predicted - Bunocephalus, Actual - Bunocephalus
Image 617: Predicted - Bunocephalus, Actual - Bunocephalus
Image 618: Predicted - Bunocephalus, Actual - Bunocephalus
Image 619: Predicted - Bunocephalus, Actual - Bunocephalus
Image 620: Predicted - Bunocephalus, Actual - Bunocephalus
Image 621: Predicted - Bunocephalus, Actual - Bunocephalus
Image 622: Predicted - Bunocephalus, Actual - Bunocephalus
Image 623: Predicted - Bunocephalus, Actual - Bunocephalus
Image 624: Predicted - Bunocephalus, Actual - Bunocephalus
Image 625: Predicted - Bunocephalus, Actual - Bunocephalus
Image 626: Predicted - Bunocephalus, Actual - Bunocephalus
Image 627: Predicted - Bunocephalus, Actual - Bunocephalus
Image 628: Predicted - Bunocephalus, Actual - Bunocephalus
Image 629: Predicted - Bunocephalus, Actual - Bunocephalus
Image 630: Predicted - Bunocephalus, Actual - Bunocephalus
Image 631: Predicted - Bunocephalus, Actual - Bunocephalus
Image 632: Predicted - Bunocephalus, Actual - Bunocephalus
Image 633: Predicted - Bunocephalus, Actual - Bunocephalus
Image 634: Predicted - Rineloricaria, Actual - Bunocephalus
Image 635: Predicted - Bunocephalus, Actual - Bunocephalus
Image 636: Predicted - Bunocephalus, Actual - Bunocephalus
Image 637: Predicted - Bunocephalus, Actual - Bunocephalus
Image 638: Predicted - Bunocephalus, Actual - Bunocephalus
Image 639: Predicted - Bunocephalus, Actual - Bunocephalus
Image 640: Predicted - Bunocephalus, Actual - Bunocephalus
Image 641: Predicted - Bunocephalus, Actual - Bunocephalus
Image 642: Predicted - Bunocephalus, Actual - Bunocephalus
Image 643: Predicted - Catla, Actual - Catla
Image 644: Predicted - Catla, Actual - Catla
Image 645: Predicted - Catla, Actual - Catla
Image 646: Predicted - Catla, Actual - Catla
Image 647: Predicted - Catla, Actual - Catla
Image 648: Predicted - Catla, Actual - Catla
Image 649: Predicted - Catla, Actual - Catla
Image 650: Predicted - Catla, Actual - Catla
Image 651: Predicted - Catla, Actual - Catla
Image 652: Predicted - Catla, Actual - Catla
Image 653: Predicted - Catla, Actual - Catla
Image 654: Predicted - Catla, Actual - Catla
Image 655: Predicted - Catla, Actual - Catla
Image 656: Predicted - Catla, Actual - Catla
Image 657: Predicted - Catla, Actual - Catla
Image 658: Predicted - Catla, Actual - Catla
Image 659: Predicted - Catla, Actual - Catla
Image 660: Predicted - Catla, Actual - Catla
Image 661: Predicted - Catla, Actual - Catla
Image 662: Predicted - Catla, Actual - Catla
Image 663: Predicted - Characidium, Actual - Characidium
Image 664: Predicted - Characidium, Actual - Characidium
Image 665: Predicted - Tyttocharax, Actual - Characidium
Image 666: Predicted - Hyphessobrycon, Actual - Characidium
Image 667: Predicted - Tyttocharax, Actual - Characidium
Image 668: Predicted - Characidium, Actual - Characidium
Image 669: Predicted - Copella, Actual - Characidium
Image 670: Predicted - Copella, Actual - Characidium
Image 671: Predicted - Copella, Actual - Characidium
Image 672: Predicted - Copella, Actual - Characidium
Image 673: Predicted - Hyphessobrycon, Actual - Characidium
Image 674: Predicted - Copella, Actual - Characidium
Image 675: Predicted - Copella, Actual - Characidium
Image 676: Predicted - Copella, Actual - Characidium
Image 677: Predicted - Copella, Actual - Characidium
Image 678: Predicted - Copella, Actual - Characidium
Image 679: Predicted - Characidium, Actual - Characidium
Image 680: Predicted - Copella, Actual - Characidium
Image 681: Predicted - Hemigrammus, Actual - Characidium
Image 682: Predicted - Corydoras, Actual - Characidium
Image 683: Predicted - Hyphessobrycon, Actual - Characidium
Image 684: Predicted - Characidium, Actual - Characidium
Image 685: Predicted - Characidium, Actual - Characidium
Image 686: Predicted - Characidium, Actual - Characidium
Image 687: Predicted - Hemigrammus, Actual - Characidium
Image 688: Predicted - Characidium, Actual - Characidium
Image 689: Predicted - Copella, Actual - Characidium
Image 690: Predicted - Knodus, Actual - Characidium
Image 691: Predicted - Hyphessobrycon, Actual - Characidium
Image 692: Predicted - Characidium, Actual - Characidium
Image 693: Predicted - Hemigrammus, Actual - Characidium
Image 694: Predicted - Characidium, Actual - Characidium
Image 695: Predicted - Characidium, Actual - Characidium
Image 696: Predicted - Characidium, Actual - Characidium
Image 697: Predicted - Characidium, Actual - Characidium
Image 698: Predicted - Characidium, Actual - Characidium
Image 699: Predicted - Characidium, Actual - Characidium
Image 700: Predicted - Characidium, Actual - Characidium
Image 701: Predicted - Characidium, Actual - Characidium
Image 702: Predicted - Characidium, Actual - Characidium
Image 703: Predicted - Characidium, Actual - Characidium
Image 704: Predicted - Characidium, Actual - Characidium
Image 705: Predicted - Characidium, Actual - Characidium
Image 706: Predicted - Characidium, Actual - Characidium
Image 707: Predicted - Characidium, Actual - Characidium
Image 708: Predicted - Characidium, Actual - Characidium
Image 709: Predicted - Characidium, Actual - Characidium
Image 710: Predicted - Characidium, Actual - Characidium
Image 711: Predicted - Hyphessobrycon, Actual - Characidium
Image 712: Predicted - Characidium, Actual - Characidium
Image 713: Predicted - Characidium, Actual - Characidium
Image 714: Predicted - Characidium, Actual - Characidium
Image 715: Predicted - Characidium, Actual - Characidium
Image 716: Predicted - Characidium, Actual - Characidium
Image 717: Predicted - Characidium, Actual - Characidium
Image 718: Predicted - Characidium, Actual - Characidium
Image 719: Predicted - Hemigrammus, Actual - Characidium
Image 720: Predicted - Characidium, Actual - Characidium
Image 721: Predicted - Characidium, Actual - Characidium
Image 722: Predicted - Tyttocharax, Actual - Characidium
Image 723: Predicted - Characidium, Actual - Characidium
Image 724: Predicted - Characidium, Actual - Characidium
Image 725: Predicted - Characidium, Actual - Characidium
Image 726: Predicted - Characidium, Actual - Characidium
Image 727: Predicted - Characidium, Actual - Characidium
Image 728: Predicted - Characidium, Actual - Characidium
Image 729: Predicted - Characidium, Actual - Characidium
Image 730: Predicted - Characidium, Actual - Characidium
Image 731: Predicted - Characidium, Actual - Characidium
Image 732: Predicted - Characidium, Actual - Characidium
Image 733: Predicted - Characidium, Actual - Characidium
Image 734: Predicted - Characidium, Actual - Characidium
Image 735: Predicted - Characidium, Actual - Characidium
Image 736: Predicted - Characidium, Actual - Characidium
Image 737: Predicted - Otocinclus, Actual - Characidium
Image 738: Predicted - Characidium, Actual - Characidium
Image 739: Predicted - Pyrrhulina, Actual - Characidium
Image 740: Predicted - Characidium, Actual - Characidium
Image 741: Predicted - Otocinclus, Actual - Characidium
Image 742: Predicted - Otocinclus, Actual - Characidium
Image 743: Predicted - Copella, Actual - Characidium
Image 744: Predicted - Creagrutus, Actual - Characidium
Image 745: Predicted - Characidium, Actual - Characidium
Image 746: Predicted - Characidium, Actual - Characidium
Image 747: Predicted - Characidium, Actual - Characidium
Image 748: Predicted - Characidium, Actual - Characidium
Image 749: Predicted - Characidium, Actual - Characidium
Image 750: Predicted - Characidium, Actual - Characidium
Image 751: Predicted - Characidium, Actual - Characidium
Image 752: Predicted - Characidium, Actual - Characidium
Image 753: Predicted - Hemigrammus, Actual - Characidium
Image 754: Predicted - Hemigrammus, Actual - Characidium
Image 755: Predicted - Charax, Actual - Charax
Image 756: Predicted - Charax, Actual - Charax
Image 757: Predicted - Charax, Actual - Charax
Image 758: Predicted - Moenkhausia, Actual - Charax
Image 759: Predicted - Charax, Actual - Charax
Image 760: Predicted - Charax, Actual - Charax
Image 761: Predicted - Charax, Actual - Charax
Image 762: Predicted - Charax, Actual - Charax
Image 763: Predicted - Charax, Actual - Charax
Image 764: Predicted - Charax, Actual - Charax
Image 765: Predicted - Hemigrammus, Actual - Charax
Image 766: Predicted - Charax, Actual - Charax
Image 767: Predicted - Charax, Actual - Charax
Image 768: Predicted - Charax, Actual - Charax
Image 769: Predicted - Charax, Actual - Charax
Image 770: Predicted - Charax, Actual - Charax
Image 771: Predicted - Charax, Actual - Charax
Image 772: Predicted - Charax, Actual - Charax
Image 773: Predicted - Charax, Actual - Charax
Image 774: Predicted - Doras, Actual - Charax
Image 775: Predicted - Charax, Actual - Charax
Image 776: Predicted - Charax, Actual - Charax
Image 777: Predicted - Charax, Actual - Charax
Image 778: Predicted - Charax, Actual - Charax
Image 779: Predicted - Charax, Actual - Charax
Image 780: Predicted - Charax, Actual - Charax
Image 781: Predicted - Charax, Actual - Charax
Image 782: Predicted - Charax, Actual - Charax
Image 783: Predicted - Charax, Actual - Charax
Image 784: Predicted - Charax, Actual - Charax
Image 785: Predicted - Charax, Actual - Charax
Image 786: Predicted - Charax, Actual - Charax
Image 787: Predicted - Charax, Actual - Charax
Image 788: Predicted - Charax, Actual - Charax
Image 789: Predicted - Charax, Actual - Charax
Image 790: Predicted - Charax, Actual - Charax
Image 791: Predicted - Charax, Actual - Charax
Image 792: Predicted - Charax, Actual - Charax
Image 793: Predicted - Charax, Actual - Charax
Image 794: Predicted - Charax, Actual - Charax
Image 795: Predicted - Charax, Actual - Charax
Image 796: Predicted - Charax, Actual - Charax
Image 797: Predicted - Charax, Actual - Charax
Image 798: Predicted - Charax, Actual - Charax
Image 799: Predicted - Charax, Actual - Charax
Image 800: Predicted - Charax, Actual - Charax
Image 801: Predicted - Charax, Actual - Charax
Image 802: Predicted - Charax, Actual - Charax
Image 803: Predicted - Charax, Actual - Charax
Image 804: Predicted - Charax, Actual - Charax
Image 805: Predicted - Charax, Actual - Charax
Image 806: Predicted - Tetragonopterus, Actual - Charax
Image 807: Predicted - Charax, Actual - Charax
Image 808: Predicted - Charax, Actual - Charax
Image 809: Predicted - Charax, Actual - Charax
Image 810: Predicted - Moenkhausia, Actual - Charax
Image 811: Predicted - Moenkhausia, Actual - Charax
Image 812: Predicted - Charax, Actual - Charax
Image 813: Predicted - Moenkhausia, Actual - Charax
Image 814: Predicted - Charax, Actual - Charax
Image 815: Predicted - Charax, Actual - Charax
Image 816: Predicted - Hemigrammus, Actual - Charax
Image 817: Predicted - Charax, Actual - Charax
Image 818: Predicted - Hemigrammus, Actual - Charax
Image 819: Predicted - Hemigrammus, Actual - Charax
Image 820: Predicted - Charax, Actual - Charax
Image 821: Predicted - Hemigrammus, Actual - Charax
Image 822: Predicted - Hemigrammus, Actual - Charax
Image 823: Predicted - Charax, Actual - Charax
Image 824: Predicted - Charax, Actual - Charax
Image 825: Predicted - Hemigrammus, Actual - Charax
Image 826: Predicted - Charax, Actual - Charax
Image 827: Predicted - Charax, Actual - Charax
Image 828: Predicted - Charax, Actual - Charax
Image 829: Predicted - Copella, Actual - Charax
Image 830: Predicted - Copella, Actual - Charax
Image 831: Predicted - Charax, Actual - Charax
Image 832: Predicted - Charax, Actual - Charax
Image 833: Predicted - Hemigrammus, Actual - Charax
